# k               u                 rapidity          phi
+3.987474e-02     +8.579731e-02     +3.500000e+01     +1.703172e+01
+6.462251e-02     +9.190896e-02     +3.500000e+01     +1.654904e+01
+1.047011e-01     +9.801714e-02     +3.500000e+01     +1.606637e+01
+1.695867e-01     +1.041216e-01     +3.500000e+01     +1.558422e+01
+2.745984e-01     +1.102222e-01     +3.500000e+01     +1.510218e+01
+4.444898e-01     +1.163186e-01     +3.500000e+01     +1.462064e+01
+7.192425e-01     +1.224107e-01     +3.500000e+01     +1.413930e+01
+1.163405e+00     +1.284981e-01     +3.500000e+01     +1.365845e+01
+1.881136e+00     +1.345807e-01     +3.500000e+01     +1.317787e+01
+3.040436e+00     +1.406582e-01     +3.500000e+01     +1.269779e+01
+4.912129e+00     +1.467305e-01     +3.500000e+01     +1.221803e+01
+7.932574e+00     +1.527972e-01     +3.500000e+01     +1.173880e+01
+1.280446e+01     +1.588581e-01     +3.500000e+01     +1.125994e+01
+2.065870e+01     +1.649131e-01     +3.500000e+01     +1.078163e+01
+3.331438e+01     +1.709619e-01     +3.500000e+01     +1.030374e+01
+5.369573e+01     +1.770042e-01     +3.500000e+01     +9.826421e+00
+8.650058e+01     +1.830399e-01     +3.500000e+01     +9.349562e+00
+1.392714e+02     +1.890687e-01     +3.500000e+01     +8.873314e+00
+2.241096e+02     +1.950903e-01     +3.500000e+01     +8.397561e+00
+3.604186e+02     +2.011046e-01     +3.500000e+01     +7.922453e+00
+5.792874e+02     +2.071114e-01     +3.500000e+01     +7.447877e+00
+9.304937e+02     +2.131103e-01     +3.500000e+01     +6.973983e+00
+1.493680e+03     +2.191012e-01     +3.500000e+01     +6.500657e+00
+2.396175e+03     +2.250839e-01     +3.500000e+01     +6.028056e+00
+3.841394e+03     +2.310581e-01     +3.500000e+01     +5.556071e+00
+6.154045e+03     +2.370236e-01     +3.500000e+01     +5.084893e+00
+9.852044e+03     +2.429802e-01     +3.500000e+01     +4.614461e+00
+1.576080e+04     +2.489276e-01     +3.500000e+01     +4.145141e+00
+2.519465e+04     +2.548657e-01     +3.500000e+01     +3.677232e+00
+4.024477e+04     +2.607941e-01     +3.500000e+01     +3.212011e+00
+6.423528e+04     +2.667128e-01     +3.500000e+01     +2.751656e+00
+1.024456e+05     +2.726214e-01     +3.500000e+01     +2.301111e+00
+1.632528e+05     +2.785197e-01     +3.500000e+01     +1.868372e+00
+2.599372e+05     +2.844075e-01     +3.500000e+01     +1.465637e+00
+4.135317e+05     +2.902847e-01     +3.500000e+01     +1.106590e+00
+6.573160e+05     +2.961509e-01     +3.500000e+01     +8.032825e-01
+1.043896e+06     +3.020059e-01     +3.500000e+01     +5.613581e-01
+1.656341e+06     +3.078496e-01     +3.500000e+01     +3.790967e-01
+2.625698e+06     +3.136817e-01     +3.500000e+01     +2.485455e-01
+4.158481e+06     +3.195020e-01     +3.500000e+01     +1.590140e-01
+6.579788e+06     +3.253103e-01     +3.500000e+01     +9.970849e-02
+1.040085e+07     +3.311063e-01     +3.500000e+01     +6.151878e-02
+1.642473e+07     +3.368899e-01     +3.500000e+01     +3.745577e-02
+2.591148e+07     +3.426607e-01     +3.500000e+01     +2.256087e-02
+4.083605e+07     +3.484187e-01     +3.500000e+01     +1.346673e-02
+6.429025e+07     +3.541635e-01     +3.500000e+01     +7.978375e-03
+1.011088e+08     +3.598950e-01     +3.500000e+01     +4.696225e-03
+1.588430e+08     +3.656130e-01     +3.500000e+01     +2.749198e-03
+2.492728e+08     +3.713172e-01     +3.500000e+01     +1.601594e-03
+3.907527e+08     +3.770074e-01     +3.500000e+01     +9.291721e-04
+6.118460e+08     +3.826834e-01     +3.500000e+01     +5.370434e-04
+9.569471e+08     +3.883450e-01     +3.500000e+01     +3.094014e-04
+1.494969e+09     +3.939920e-01     +3.500000e+01     +1.777265e-04
+2.332746e+09     +3.996242e-01     +3.500000e+01     +1.018312e-04
+3.635687e+09     +4.052413e-01     +3.500000e+01     +5.820921e-05
+5.659552e+09     +4.108432e-01     +3.500000e+01     +3.320738e-05
+8.799276e+09     +4.164296e-01     +3.500000e+01     +1.890908e-05
+1.366388e+10     +4.220003e-01     +3.500000e+01     +1.075046e-05
+2.119121e+10     +4.275551e-01     +3.500000e+01     +6.103091e-06
+3.282354e+10     +4.330938e-01     +3.500000e+01     +3.460594e-06
+5.077566e+10     +4.386162e-01     +3.500000e+01     +1.960038e-06
+7.844389e+10     +4.441221e-01     +3.500000e+01     +1.109150e-06
+1.210289e+11     +4.496113e-01     +3.500000e+01     +6.271273e-07
+1.864825e+11     +4.550836e-01     +3.500000e+01     +3.543643e-07
+2.869455e+11     +4.605387e-01     +3.500000e+01     +2.001220e-07
+4.409261e+11     +4.659765e-01     +3.500000e+01     +1.129723e-07
+6.765974e+11     +4.713967e-01     +3.500000e+01     +6.375278e-08
+1.036778e+12     +4.767992e-01     +3.500000e+01     +3.597090e-08
+1.586447e+12     +4.821838e-01     +3.500000e+01     +2.029285e-08
+2.424054e+12     +4.875502e-01     +3.500000e+01     +1.144839e-08
+3.698532e+12     +4.928982e-01     +3.500000e+01     +6.459023e-09
+5.634816e+12     +4.982277e-01     +3.500000e+01     +3.644823e-09
+8.572087e+12     +5.035384e-01     +3.500000e+01     +2.057230e-09
+1.302096e+13     +5.088301e-01     +3.500000e+01     +1.161577e-09
+1.974886e+13     +5.141027e-01     +3.500000e+01     +6.561150e-10
+2.990729e+13     +5.193560e-01     +3.500000e+01     +3.707982e-10
+4.522110e+13     +5.245897e-01     +3.500000e+01     +2.096659e-10
+6.826965e+13     +5.298036e-01     +3.500000e+01     +1.186332e-10
+1.029034e+14     +5.349976e-01     +3.500000e+01     +6.717059e-11
+1.548606e+14     +5.401715e-01     +3.500000e+01     +3.806269e-11
+2.326774e+14     +5.453250e-01     +3.500000e+01     +2.158602e-11
+3.490303e+14     +5.504580e-01     +3.500000e+01     +1.225319e-11
+5.227102e+14     +5.555702e-01     +3.500000e+01     +6.961999e-12
+7.815221e+14     +5.606616e-01     +3.500000e+01     +3.959822e-12
+1.166534e+15     +5.657318e-01     +3.500000e+01     +2.254647e-12
+1.738291e+15     +5.707807e-01     +3.500000e+01     +1.285255e-12
+2.585893e+15     +5.758082e-01     +3.500000e+01     +7.335200e-13
+3.840207e+15     +5.808140e-01     +3.500000e+01     +4.191709e-13
+5.693097e+15     +5.857979e-01     +3.500000e+01     +2.398450e-13
+8.425308e+15     +5.907597e-01     +3.500000e+01     +1.374275e-13
+1.244686e+16     +5.956993e-01     +3.500000e+01     +7.885401e-14
+1.835543e+16     +6.006165e-01     +3.500000e+01     +4.531297e-14
+2.702050e+16     +6.055110e-01     +3.500000e+01     +2.607794e-14
+3.970453e+16     +6.103828e-01     +3.500000e+01     +1.503198e-14
+5.823691e+16     +6.152316e-01     +3.500000e+01     +8.678696e-15
+8.526323e+16     +6.200572e-01     +3.500000e+01     +5.019115e-15
+1.246018e+17     +6.248595e-01     +3.500000e+01     +2.907617e-15
+1.817522e+17     +6.296382e-01     +3.500000e+01     +1.687416e-15
+2.646195e+17     +6.343933e-01     +3.500000e+01     +9.810368e-16
+3.845427e+17     +6.391244e-01     +3.500000e+01     +5.714300e-16
+5.577526e+17     +6.438315e-01     +3.500000e+01     +3.334710e-16
+8.074340e+17     +6.485144e-01     +3.500000e+01     +1.949872e-16
+1.166634e+18     +6.531728e-01     +3.500000e+01     +1.142378e-16
+1.682359e+18     +6.578067e-01     +3.500000e+01     +6.706620e-17
+2.421325e+18     +6.624158e-01     +3.500000e+01     +3.945394e-17
+3.478017e+18     +6.669999e-01     +3.500000e+01     +2.325967e-17
+4.985959e+18     +6.715590e-01     +3.500000e+01     +1.374187e-17
+7.133428e+18     +6.760927e-01     +3.500000e+01     +8.136726e-18
+1.018532e+19     +6.806010e-01     +3.500000e+01     +4.828563e-18
+1.451348e+19     +6.850837e-01     +3.500000e+01     +2.871984e-18
+2.063877e+19     +6.895405e-01     +3.500000e+01     +1.712162e-18
+2.928905e+19     +6.939715e-01     +3.500000e+01     +1.023145e-18
+4.147920e+19     +6.983762e-01     +3.500000e+01     +6.128600e-19
+5.862101e+19     +7.027547e-01     +3.500000e+01     +3.679999e-19
+8.267391e+19     +7.071068e-01     +3.500000e+01     +2.215127e-19
+1.163510e+20     +7.114322e-01     +3.500000e+01     +1.336730e-19
+1.634004e+20     +7.157308e-01     +3.500000e+01     +8.086958e-20
+2.289873e+20     +7.200025e-01     +3.500000e+01     +4.905143e-20
+3.202135e+20     +7.242471e-01     +3.500000e+01     +2.982949e-20
+4.468197e+20     +7.284644e-01     +3.500000e+01     +1.818843e-20
+6.221342e+20     +7.326543e-01     +3.500000e+01     +1.111995e-20
+8.643496e+20     +7.368166e-01     +3.500000e+01     +6.817028e-21
+1.198238e+21     +7.409511e-01     +3.500000e+01     +4.190590e-21
+1.657446e+21     +7.450578e-01     +3.500000e+01     +2.583265e-21
+2.287566e+21     +7.491364e-01     +3.500000e+01     +1.596907e-21
+3.150213e+21     +7.531868e-01     +3.500000e+01     +9.899934e-22
+4.328460e+21     +7.572088e-01     +3.500000e+01     +6.155026e-22
+5.934018e+21     +7.612024e-01     +3.500000e+01     +3.837933e-22
+8.116727e+21     +7.651673e-01     +3.500000e+01     +2.400145e-22
+1.107706e+22     +7.691033e-01     +3.500000e+01     +1.505478e-22
+1.508256e+22     +7.730105e-01     +3.500000e+01     +9.471328e-23
+2.048928e+22     +7.768885e-01     +3.500000e+01     +5.976827e-23
+2.776994e+22     +7.807372e-01     +3.500000e+01     +3.783176e-23
+3.755041e+22     +7.845566e-01     +3.500000e+01     +2.402102e-23
+5.065717e+22     +7.883464e-01     +3.500000e+01     +1.529954e-23
+6.817873e+22     +7.921066e-01     +3.500000e+01     +9.775513e-24
+9.154480e+22     +7.958369e-01     +3.500000e+01     +6.265821e-24
+1.226282e+23     +7.995373e-01     +3.500000e+01     +4.029167e-24
+1.638757e+23     +8.032075e-01     +3.500000e+01     +2.599289e-24
+2.184746e+23     +8.068476e-01     +3.500000e+01     +1.682352e-24
+2.905663e+23     +8.104572e-01     +3.500000e+01     +1.092459e-24
+3.855162e+23     +8.140363e-01     +3.500000e+01     +7.117711e-25
+5.102564e+23     +8.175848e-01     +3.500000e+01     +4.652914e-25
+6.737181e+23     +8.211025e-01     +3.500000e+01     +3.051964e-25
+8.873753e+23     +8.245893e-01     +3.500000e+01     +2.008660e-25
+1.165927e+24     +8.280450e-01     +3.500000e+01     +1.326556e-25
+1.528149e+24     +8.314696e-01     +3.500000e+01     +8.791035e-26
+1.997956e+24     +8.348629e-01     +3.500000e+01     +5.846132e-26
+2.605721e+24     +8.382247e-01     +3.500000e+01     +3.901345e-26
+3.389902e+24     +8.415550e-01     +3.500000e+01     +2.612738e-26
+4.399054e+24     +8.448536e-01     +3.500000e+01     +1.755965e-26
+5.694296e+24     +8.481203e-01     +3.500000e+01     +1.184384e-26
+7.352336e+24     +8.513552e-01     +3.500000e+01     +8.017315e-27
+9.469147e+24     +8.545580e-01     +3.500000e+01     +5.446812e-27
+1.216445e+25     +8.577286e-01     +3.500000e+01     +3.713949e-27
+1.558714e+25     +8.608669e-01     +3.500000e+01     +2.541712e-27
+1.992178e+25     +8.639729e-01     +3.500000e+01     +1.745891e-27
+2.539649e+25     +8.670462e-01     +3.500000e+01     +1.203716e-27
+3.229234e+25     +8.700870e-01     +3.500000e+01     +8.330109e-28
+4.095447e+25     +8.730950e-01     +3.500000e+01     +5.786457e-28
+5.180544e+25     +8.760701e-01     +3.500000e+01     +4.034719e-28
+6.536086e+25     +8.790122e-01     +3.500000e+01     +2.824020e-28
+8.224788e+25     +8.819213e-01     +3.500000e+01     +1.984172e-28
+1.032268e+26     +8.847971e-01     +3.500000e+01     +1.399467e-28
+1.292163e+26     +8.876396e-01     +3.500000e+01     +9.908794e-29
+1.613227e+26     +8.904487e-01     +3.500000e+01     +7.043173e-29
+2.008739e+26     +8.932243e-01     +3.500000e+01     +5.025836e-29
+2.494582e+26     +8.959662e-01     +3.500000e+01     +3.600432e-29
+3.089689e+26     +8.986745e-01     +3.500000e+01     +2.589465e-29
+3.816549e+26     +9.013488e-01     +3.500000e+01     +1.869770e-29
+4.701783e+26     +9.039893e-01     +3.500000e+01     +1.355477e-29
+5.776790e+26     +9.065957e-01     +3.500000e+01     +9.865850e-30
+7.078473e+26     +9.091680e-01     +3.500000e+01     +7.209718e-30
+8.650041e+26     +9.117060e-01     +3.500000e+01     +5.290001e-30
+1.054191e+27     +9.142098e-01     +3.500000e+01     +3.897174e-30
+1.281265e+27     +9.166791e-01     +3.500000e+01     +2.882784e-30
+1.553013e+27     +9.191139e-01     +3.500000e+01     +2.141142e-30
+1.877257e+27     +9.215140e-01     +3.500000e+01     +1.596838e-30
+2.262987e+27     +9.238795e-01     +3.500000e+01     +1.195806e-30
+2.720489e+27     +9.262102e-01     +3.500000e+01     +8.991993e-31
+3.261486e+27     +9.285061e-01     +3.500000e+01     +6.789666e-31
+3.899282e+27     +9.307670e-01     +3.500000e+01     +5.148113e-31
+4.648914e+27     +9.329928e-01     +3.500000e+01     +3.919735e-31
+5.527302e+27     +9.351835e-01     +3.500000e+01     +2.996978e-31
+6.553403e+27     +9.373390e-01     +3.500000e+01     +2.301071e-31
+7.748360e+27     +9.394592e-01     +3.500000e+01     +1.774208e-31
+9.135644e+27     +9.415441e-01     +3.500000e+01     +1.373751e-31
+1.074119e+28     +9.435935e-01     +3.500000e+01     +1.068188e-31
+1.259350e+28     +9.456073e-01     +3.500000e+01     +8.341113e-32
+1.472378e+28     +9.475856e-01     +3.500000e+01     +6.540991e-32
+1.716597e+28     +9.495282e-01     +3.500000e+01     +5.151171e-32
+1.995678e+28     +9.514350e-01     +3.500000e+01     +4.073960e-32
+2.313576e+28     +9.533060e-01     +3.500000e+01     +3.235749e-32
+2.674519e+28     +9.551412e-01     +3.500000e+01     +2.580980e-32
+3.083002e+28     +9.569403e-01     +3.500000e+01     +2.067494e-32
+3.543773e+28     +9.587035e-01     +3.500000e+01     +1.663249e-32
+4.061809e+28     +9.604305e-01     +3.500000e+01     +1.343757e-32
+4.642293e+28     +9.621214e-01     +3.500000e+01     +1.090279e-32
+5.290573e+28     +9.637761e-01     +3.500000e+01     +8.883905e-33
+6.012125e+28     +9.653944e-01     +3.500000e+01     +7.269784e-33
+6.812496e+28     +9.669765e-01     +3.500000e+01     +5.974293e-33
+7.697248e+28     +9.685221e-01     +3.500000e+01     +4.930599e-33
+8.671887e+28     +9.700313e-01     +3.500000e+01     +4.086550e-33
+9.741789e+28     +9.715039e-01     +3.500000e+01     +3.401403e-33
+1.091211e+29     +9.729400e-01     +3.500000e+01     +2.843148e-33
+1.218772e+29     +9.743394e-01     +3.500000e+01     +2.386607e-33
+1.357304e+29     +9.757021e-01     +3.500000e+01     +2.011863e-33
+1.507203e+29     +9.770281e-01     +3.500000e+01     +1.703149e-33
+1.668800e+29     +9.783174e-01     +3.500000e+01     +1.447906e-33
+1.842353e+29     +9.795698e-01     +3.500000e+01     +1.236125e-33
+2.028039e+29     +9.807853e-01     +3.500000e+01     +1.059783e-33
+2.225937e+29     +9.819639e-01     +3.500000e+01     +9.124435e-34
+2.436021e+29     +9.831055e-01     +3.500000e+01     +7.889141e-34
+2.658148e+29     +9.842101e-01     +3.500000e+01     +6.850020e-34
+2.892051e+29     +9.852776e-01     +3.500000e+01     +5.973027e-34
+3.137330e+29     +9.863081e-01     +3.500000e+01     +5.230507e-34
+3.393441e+29     +9.873014e-01     +3.500000e+01     +4.599861e-34
+3.659696e+29     +9.882576e-01     +3.500000e+01     +4.062619e-34
+3.935259e+29     +9.891765e-01     +3.500000e+01     +3.603597e-34
+4.219138e+29     +9.900582e-01     +3.500000e+01     +3.210313e-34
+4.510196e+29     +9.909026e-01     +3.500000e+01     +2.872444e-34
+4.807143e+29     +9.917098e-01     +3.500000e+01     +2.581455e-34
+5.108550e+29     +9.924795e-01     +3.500000e+01     +2.330249e-34
+5.412853e+29     +9.932119e-01     +3.500000e+01     +2.112928e-34
+5.718365e+29     +9.939070e-01     +3.500000e+01     +1.924559e-34
+6.023289e+29     +9.945646e-01     +3.500000e+01     +1.761025e-34
+6.325732e+29     +9.951847e-01     +3.500000e+01     +1.618863e-34
+6.623726e+29     +9.957674e-01     +3.500000e+01     +1.495173e-34
+6.915247e+29     +9.963126e-01     +3.500000e+01     +1.387507e-34
+7.198236e+29     +9.968203e-01     +3.500000e+01     +1.293803e-34
+7.470623e+29     +9.972905e-01     +3.500000e+01     +1.212321e-34
+7.730353e+29     +9.977231e-01     +3.500000e+01     +1.141592e-34
+7.975411e+29     +9.981181e-01     +3.500000e+01     +1.080372e-34
+8.203847e+29     +9.984756e-01     +3.500000e+01     +1.027617e-34
+8.413801e+29     +9.987955e-01     +3.500000e+01     +9.824452e-35
+8.603532e+29     +9.990777e-01     +3.500000e+01     +9.441191e-35
+8.771437e+29     +9.993224e-01     +3.500000e+01     +9.120248e-35
+8.916079e+29     +9.995294e-01     +3.500000e+01     +8.856582e-35
+9.036202e+29     +9.996988e-01     +3.500000e+01     +8.646105e-35
+9.130754e+29     +9.998306e-01     +3.500000e+01     +8.485604e-35
+9.198898e+29     +9.999247e-01     +3.500000e+01     +8.372645e-35
+9.240030e+29     +9.999812e-01     +3.500000e+01     +8.305544e-35
+9.253782e+29     +1.000000e+00     +3.500000e+01     +8.283216e-35

+4.539993e-05     +6.123032e-17     +4.000000e+01     +2.604345e+01
+7.371789e-05     +6.135885e-03     +4.000000e+01     +2.573768e+01
+1.196968e-04     +1.227154e-02     +4.000000e+01     +2.515178e+01
+1.943464e-04     +1.840673e-02     +4.000000e+01     +2.465986e+01
+3.155344e-04     +2.454123e-02     +4.000000e+01     +2.417067e+01
+5.122537e-04     +3.067480e-02     +4.000000e+01     +2.368837e+01
+8.315415e-04     +3.680722e-02     +4.000000e+01     +2.320291e+01
+1.349694e-03     +4.293826e-02     +4.000000e+01     +2.271959e+01
+2.190438e-03     +4.906767e-02     +4.000000e+01     +2.223480e+01
+3.554376e-03     +5.519524e-02     +4.000000e+01     +2.175124e+01
+5.766662e-03     +6.132074e-02     +4.000000e+01     +2.126697e+01
+9.354195e-03     +6.744392e-02     +4.000000e+01     +2.078354e+01
+1.517055e-02     +7.356456e-02     +4.000000e+01     +2.029977e+01
+2.459807e-02     +7.968244e-02     +4.000000e+01     +1.981666e+01
+3.987474e-02     +8.579731e-02     +4.000000e+01     +1.933342e+01
+6.462251e-02     +9.190896e-02     +4.000000e+01     +1.885074e+01
+1.047011e-01     +9.801714e-02     +4.000000e+01     +1.836807e+01
+1.695867e-01     +1.041216e-01     +4.000000e+01     +1.788592e+01
+2.745984e-01     +1.102222e-01     +4.000000e+01     +1.740389e+01
+4.444898e-01     +1.163186e-01     +4.000000e+01     +1.692235e+01
+7.192425e-01     +1.224107e-01     +4.000000e+01     +1.644101e+01
+1.163405e+00     +1.284981e-01     +4.000000e+01     +1.596016e+01
+1.881136e+00     +1.345807e-01     +4.000000e+01     +1.547958e+01
+3.040436e+00     +1.406582e-01     +4.000000e+01     +1.499950e+01
+4.912129e+00     +1.467305e-01     +4.000000e+01     +1.451974e+01
+7.932574e+00     +1.527972e-01     +4.000000e+01     +1.404051e+01
+1.280446e+01     +1.588581e-01     +4.000000e+01     +1.356166e+01
+2.065870e+01     +1.649131e-01     +4.000000e+01     +1.308334e+01
+3.331438e+01     +1.709619e-01     +4.000000e+01     +1.260545e+01
+5.369573e+01     +1.770042e-01     +4.000000e+01     +1.212813e+01
+8.650058e+01     +1.830399e-01     +4.000000e+01     +1.165128e+01
