# k               u                 rapidity          phi
+4.328460e+21     +7.572088e-01     +2.500000e+01     +1.053592e-25
+5.934018e+21     +7.612024e-01     +2.500000e+01     +6.419778e-26
+8.116727e+21     +7.651673e-01     +2.500000e+01     +3.924068e-26
+1.107706e+22     +7.691033e-01     +2.500000e+01     +2.406268e-26
+1.508256e+22     +7.730105e-01     +2.500000e+01     +1.480291e-26
+2.048928e+22     +7.768885e-01     +2.500000e+01     +9.136233e-27
+2.776994e+22     +7.807372e-01     +2.500000e+01     +5.657291e-27
+3.755041e+22     +7.845566e-01     +2.500000e+01     +3.514731e-27
+5.065717e+22     +7.883464e-01     +2.500000e+01     +2.190898e-27
+6.817873e+22     +7.921066e-01     +2.500000e+01     +1.370311e-27
+9.154480e+22     +7.958369e-01     +2.500000e+01     +8.599784e-28
+1.226282e+23     +7.995373e-01     +2.500000e+01     +5.415605e-28
+1.638757e+23     +8.032075e-01     +2.500000e+01     +3.422172e-28
+2.184746e+23     +8.068476e-01     +2.500000e+01     +2.170058e-28
+2.905663e+23     +8.104572e-01     +2.500000e+01     +1.380893e-28
+3.855162e+23     +8.140363e-01     +2.500000e+01     +8.818335e-29
+5.102564e+23     +8.175848e-01     +2.500000e+01     +5.651391e-29
+6.737181e+23     +8.211025e-01     +2.500000e+01     +3.634833e-29
+8.873753e+23     +8.245893e-01     +2.500000e+01     +2.346272e-29
+1.165927e+24     +8.280450e-01     +2.500000e+01     +1.520040e-29
+1.528149e+24     +8.314696e-01     +2.500000e+01     +9.883670e-30
+1.997956e+24     +8.348629e-01     +2.500000e+01     +6.450386e-30
+2.605721e+24     +8.382247e-01     +2.500000e+01     +4.225339e-30
+3.389902e+24     +8.415550e-01     +2.500000e+01     +2.778195e-30
+4.399054e+24     +8.448536e-01     +2.500000e+01     +1.833553e-30
+5.694296e+24     +8.481203e-01     +2.500000e+01     +1.214702e-30
+7.352336e+24     +8.513552e-01     +2.500000e+01     +8.077861e-31
+9.469147e+24     +8.545580e-01     +2.500000e+01     +5.392484e-31
+1.216445e+25     +8.577286e-01     +2.500000e+01     +3.613696e-31
+1.558714e+25     +8.608669e-01     +2.500000e+01     +2.431084e-31
+1.992178e+25     +8.639729e-01     +2.500000e+01     +1.641867e-31
+2.539649e+25     +8.670462e-01     +2.500000e+01     +1.113220e-31
+3.229234e+25     +8.700870e-01     +2.500000e+01     +7.577618e-32
+4.095447e+25     +8.730950e-01     +2.500000e+01     +5.178547e-32
+5.180544e+25     +8.760701e-01     +2.500000e+01     +3.553127e-32
+6.536086e+25     +8.790122e-01     +2.500000e+01     +2.447684e-32
+8.224788e+25     +8.819213e-01     +2.500000e+01     +1.692956e-32
+1.032268e+26     +8.847971e-01     +2.500000e+01     +1.175697e-32
+1.292163e+26     +8.876396e-01     +2.500000e+01     +8.198010e-33
+1.613227e+26     +8.904487e-01     +2.500000e+01     +5.739820e-33
+2.008739e+26     +8.932243e-01     +2.500000e+01     +4.035235e-33
+2.494582e+26     +8.959662e-01     +2.500000e+01     +2.848609e-33
+3.089689e+26     +8.986745e-01     +2.500000e+01     +2.019269e-33
+3.816549e+26     +9.013488e-01     +2.500000e+01     +1.437360e-33
+4.701783e+26     +9.039893e-01     +2.500000e+01     +1.027426e-33
+5.776790e+26     +9.065957e-01     +2.500000e+01     +7.374980e-34
+7.078473e+26     +9.091680e-01     +2.500000e+01     +5.316192e-34
+8.650041e+26     +9.117060e-01     +2.500000e+01     +3.848411e-34
+1.054191e+27     +9.142098e-01     +2.500000e+01     +2.797736e-34
+1.281265e+27     +9.166791e-01     +2.500000e+01     +2.042620e-34
+1.553013e+27     +9.191139e-01     +2.500000e+01     +1.497709e-34
+1.877257e+27     +9.215140e-01     +2.500000e+01     +1.102903e-34
+2.262987e+27     +9.238795e-01     +2.500000e+01     +8.156806e-35
+2.720489e+27     +9.262102e-01     +2.500000e+01     +6.058794e-35
+3.261486e+27     +9.285061e-01     +2.500000e+01     +4.520002e-35
+3.899282e+27     +9.307670e-01     +2.500000e+01     +3.386780e-35
+4.648914e+27     +9.329928e-01     +2.500000e+01     +2.548791e-35
+5.527302e+27     +9.351835e-01     +2.500000e+01     +1.926590e-35
+6.553403e+27     +9.373390e-01     +2.500000e+01     +1.462698e-35
+7.748360e+27     +9.394592e-01     +2.500000e+01     +1.115421e-35
+9.135644e+27     +9.415441e-01     +2.500000e+01     +8.543661e-36
+1.074119e+28     +9.435935e-01     +2.500000e+01     +6.573214e-36
+1.259350e+28     +9.456073e-01     +2.500000e+01     +5.079744e-36
+1.472378e+28     +9.475856e-01     +2.500000e+01     +3.943148e-36
+1.716597e+28     +9.495282e-01     +2.500000e+01     +3.074558e-36
+1.995678e+28     +9.514350e-01     +2.500000e+01     +2.408056e-36
+2.313576e+28     +9.533060e-01     +2.500000e+01     +1.894503e-36
+2.674519e+28     +9.551412e-01     +2.500000e+01     +1.497180e-36
+3.083002e+28     +9.569403e-01     +2.500000e+01     +1.188509e-36
+3.543773e+28     +9.587035e-01     +2.500000e+01     +9.477307e-37
+4.061809e+28     +9.604305e-01     +2.500000e+01     +7.591373e-37
+4.642293e+28     +9.621214e-01     +2.500000e+01     +6.108180e-37
+5.290573e+28     +9.637761e-01     +2.500000e+01     +4.936940e-37
+6.012125e+28     +9.653944e-01     +2.500000e+01     +4.008303e-37
+6.812496e+28     +9.669765e-01     +2.500000e+01     +3.269021e-37
+7.697248e+28     +9.685221e-01     +2.500000e+01     +2.678123e-37
+8.671887e+28     +9.700313e-01     +2.500000e+01     +2.203923e-37
+9.741789e+28     +9.715039e-01     +2.500000e+01     +1.821863e-37
+1.091211e+29     +9.729400e-01     +2.500000e+01     +1.512814e-37
+1.218772e+29     +9.743394e-01     +2.500000e+01     +1.261845e-37
+1.357304e+29     +9.757021e-01     +2.500000e+01     +1.057240e-37
+1.507203e+29     +9.770281e-01     +2.500000e+01     +8.897931e-38
+1.668800e+29     +9.783174e-01     +2.500000e+01     +7.522272e-38
+1.842353e+29     +9.795698e-01     +2.500000e+01     +6.387839e-38
+2.028039e+29     +9.807853e-01     +2.500000e+01     +5.448811e-38
+2.225937e+29     +9.819639e-01     +2.500000e+01     +4.668673e-38
+2.436021e+29     +9.831055e-01     +2.500000e+01     +4.018168e-38
+2.658148e+29     +9.842101e-01     +2.500000e+01     +3.473826e-38
+2.892051e+29     +9.852776e-01     +2.500000e+01     +3.016713e-38
+3.137330e+29     +9.863081e-01     +2.500000e+01     +2.631541e-38
+3.393441e+29     +9.873014e-01     +2.500000e+01     +2.305895e-38
+3.659696e+29     +9.882576e-01     +2.500000e+01     +2.029686e-38
+3.935259e+29     +9.891765e-01     +2.500000e+01     +1.794666e-38
+4.219138e+29     +9.900582e-01     +2.500000e+01     +1.594092e-38
+4.510196e+29     +9.909026e-01     +2.500000e+01     +1.422418e-38
+4.807143e+29     +9.917098e-01     +2.500000e+01     +1.275081e-38
+5.108550e+29     +9.924795e-01     +2.500000e+01     +1.148307e-38
+5.412853e+29     +9.932119e-01     +2.500000e+01     +1.038973e-38
+5.718365e+29     +9.939070e-01     +2.500000e+01     +9.444784e-39
+6.023289e+29     +9.945646e-01     +2.500000e+01     +8.626634e-39
+6.325732e+29     +9.951847e-01     +2.500000e+01     +7.917201e-39
+6.623726e+29     +9.957674e-01     +2.500000e+01     +7.301379e-39
+6.915247e+29     +9.963126e-01     +2.500000e+01     +6.766484e-39
+7.198236e+29     +9.968203e-01     +2.500000e+01     +6.301876e-39
+7.470623e+29     +9.972905e-01     +2.500000e+01     +5.898589e-39
+7.730353e+29     +9.977231e-01     +2.500000e+01     +5.549092e-39
+7.975411e+29     +9.981181e-01     +2.500000e+01     +5.247033e-39
+8.203847e+29     +9.984756e-01     +2.500000e+01     +4.987079e-39
+8.413801e+29     +9.987955e-01     +2.500000e+01     +4.764750e-39
+8.603532e+29     +9.990777e-01     +2.500000e+01     +4.576308e-39
+8.771437e+29     +9.993224e-01     +2.500000e+01     +4.418646e-39
+8.916079e+29     +9.995294e-01     +2.500000e+01     +4.289217e-39
+9.036202e+29     +9.996988e-01     +2.500000e+01     +4.185960e-39
+9.130754e+29     +9.998306e-01     +2.500000e+01     +4.107260e-39
+9.198898e+29     +9.999247e-01     +2.500000e+01     +4.051891e-39
+9.240030e+29     +9.999812e-01     +2.500000e+01     +4.019008e-39
+9.253782e+29     +1.000000e+00     +2.500000e+01     +4.008074e-39

+4.539993e-05     +6.123032e-17     +3.000000e+01     +2.146231e+01
+7.371789e-05     +6.135885e-03     +3.000000e+01     +2.115565e+01
+1.196968e-04     +1.227154e-02     +3.000000e+01     +2.057120e+01
+1.943464e-04     +1.840673e-02     +3.000000e+01     +2.007976e+01
+3.155344e-04     +2.454123e-02     +3.000000e+01     +1.959088e+01
+5.122537e-04     +3.067480e-02     +3.000000e+01     +1.910873e+01
+8.315415e-04     +3.680722e-02     +3.000000e+01     +1.862335e+01
+1.349694e-03     +4.293826e-02     +3.000000e+01     +1.814008e+01
+2.190438e-03     +4.906767e-02     +3.000000e+01     +1.765530e+01
+3.554376e-03     +5.519524e-02     +3.000000e+01     +1.717175e+01
+5.766662e-03     +6.132074e-02     +3.000000e+01     +1.668748e+01
+9.354195e-03     +6.744392e-02     +3.000000e+01     +1.620406e+01
+1.517055e-02     +7.356456e-02     +3.000000e+01     +1.572028e+01
+2.459807e-02     +7.968244e-02     +3.000000e+01     +1.523718e+01
+3.987474e-02     +8.579731e-02     +3.000000e+01     +1.475393e+01
+6.462251e-02     +9.190896e-02     +3.000000e+01     +1.427126e+01
+1.047011e-01     +9.801714e-02     +3.000000e+01     +1.378858e+01
+1.695867e-01     +1.041216e-01     +3.000000e+01     +1.330644e+01
+2.745984e-01     +1.102222e-01     +3.000000e+01     +1.282439e+01
+4.444898e-01     +1.163186e-01     +3.000000e+01     +1.234286e+01
+7.192425e-01     +1.224107e-01     +3.000000e+01     +1.186151e+01
+1.163405e+00     +1.284981e-01     +3.000000e+01     +1.138067e+01
+1.881136e+00     +1.345807e-01     +3.000000e+01     +1.090007e+01
+3.040436e+00     +1.406582e-01     +3.000000e+01     +1.042000e+01
+4.912129e+00     +1.467305e-01     +3.000000e+01     +9.940237e+00
+7.932574e+00     +1.527972e-01     +3.000000e+01     +9.461012e+00
+1.280446e+01     +1.588581e-01     +3.000000e+01     +8.982142e+00
+2.065870e+01     +1.649131e-01     +3.000000e+01     +8.503838e+00
+3.331438e+01     +1.709619e-01     +3.000000e+01     +8.025932e+00
+5.369573e+01     +1.770042e-01     +3.000000e+01     +7.548623e+00
+8.650058e+01     +1.830399e-01     +3.000000e+01     +7.071752e+00
+1.392714e+02     +1.890687e-01     +3.000000e+01     +6.595514e+00
+2.241096e+02     +1.950903e-01     +3.000000e+01     +6.119755e+00
+3.604186e+02     +2.011046e-01     +3.000000e+01     +5.644679e+00
+5.792874e+02     +2.071114e-01     +3.000000e+01     +5.170147e+00
+9.304937e+02     +2.131103e-01     +3.000000e+01     +4.696424e+00
+1.493680e+03     +2.191012e-01     +3.000000e+01     +4.223490e+00
+2.396175e+03     +2.250839e-01     +3.000000e+01     +3.751955e+00
+3.841394e+03     +2.310581e-01     +3.000000e+01     +3.282553e+00
+6.154045e+03     +2.370236e-01     +3.000000e+01     +2.817632e+00
+9.852044e+03     +2.429802e-01     +3.000000e+01     +2.361292e+00
+1.576080e+04     +2.489276e-01     +3.000000e+01     +1.921605e+00
+2.519465e+04     +2.548657e-01     +3.000000e+01     +1.510157e+00
+4.024477e+04     +2.607941e-01     +3.000000e+01     +1.141535e+00
+6.423528e+04     +2.667128e-01     +3.000000e+01     +8.284156e-01
+1.024456e+05     +2.726214e-01     +3.000000e+01     +5.779352e-01
+1.632528e+05     +2.785197e-01     +3.000000e+01     +3.889079e-01
+2.599372e+05     +2.844075e-01     +3.000000e+01     +2.537226e-01
+4.135317e+05     +2.902847e-01     +3.000000e+01     +1.612820e-01
+6.573160e+05     +2.961509e-01     +3.000000e+01     +1.003831e-01
+1.043896e+06     +3.020059e-01     +3.000000e+01     +6.141022e-02
+1.656341e+06     +3.078496e-01     +3.000000e+01     +3.704916e-02
+2.625698e+06     +3.136817e-01     +3.000000e+01     +2.209462e-02
+4.158481e+06     +3.195020e-01     +3.000000e+01     +1.305155e-02
+6.579788e+06     +3.253103e-01     +3.000000e+01     +7.647002e-03
+1.040085e+07     +3.311063e-01     +3.000000e+01     +4.449781e-03
+1.642473e+07     +3.368899e-01     +3.000000e+01     +2.573669e-03
+2.591148e+07     +3.426607e-01     +3.000000e+01     +1.480858e-03
+4.083605e+07     +3.484187e-01     +3.000000e+01     +8.480853e-04
+6.429025e+07     +3.541635e-01     +3.000000e+01     +4.837338e-04
+1.011088e+08     +3.598950e-01     +3.000000e+01     +2.748903e-04
+1.588430e+08     +3.656130e-01     +3.000000e+01     +1.557082e-04
+2.492728e+08     +3.713172e-01     +3.000000e+01     +8.793544e-05
+3.907527e+08     +3.770074e-01     +3.000000e+01     +4.953241e-05
+6.118460e+08     +3.826834e-01     +3.000000e+01     +2.783311e-05
+9.569471e+08     +3.883450e-01     +3.000000e+01     +1.560722e-05
+1.494969e+09     +3.939920e-01     +3.000000e+01     +8.734467e-06
+2.332746e+09     +3.996242e-01     +3.000000e+01     +4.879995e-06
+3.635687e+09     +4.052413e-01     +3.000000e+01     +2.722179e-06
+5.659552e+09     +4.108432e-01     +3.000000e+01     +1.516488e-06
+8.799276e+09     +4.164296e-01     +3.000000e+01     +8.437604e-07
+1.366388e+10     +4.220003e-01     +3.000000e+01     +4.689821e-07
+2.119121e+10     +4.275551e-01     +3.000000e+01     +2.604215e-07
+3.282354e+10     +4.330938e-01     +3.000000e+01     +1.445009e-07
+5.077566e+10     +4.386162e-01     +3.000000e+01     +8.012327e-08
+7.844389e+10     +4.441221e-01     +3.000000e+01     +4.440419e-08
+1.210289e+11     +4.496113e-01     +3.000000e+01     +2.459710e-08
+1.864825e+11     +4.550836e-01     +3.000000e+01     +1.362118e-08
+2.869455e+11     +4.605387e-01     +3.000000e+01     +7.541040e-09
+4.409261e+11     +4.659765e-01     +3.000000e+01     +4.174500e-09
+6.765974e+11     +4.713967e-01     +3.000000e+01     +2.310718e-09
+1.036778e+12     +4.767992e-01     +3.000000e+01     +1.279161e-09
+1.586447e+12     +4.821838e-01     +3.000000e+01     +7.081907e-10
+2.424054e+12     +4.875502e-01     +3.000000e+01     +3.921792e-10
+3.698532e+12     +4.928982e-01     +3.000000e+01     +2.172389e-10
+5.634816e+12     +4.982277e-01     +3.000000e+01     +1.203840e-10
+8.572087e+12     +5.035384e-01     +3.000000e+01     +6.673998e-11
+1.302096e+13     +5.088301e-01     +3.000000e+01     +3.702084e-11
+1.974886e+13     +5.141027e-01     +3.000000e+01     +2.054739e-11
+2.990729e+13     +5.193560e-01     +3.000000e+01     +1.141224e-11
+4.522110e+13     +5.245897e-01     +3.000000e+01     +6.343013e-12
+6.826965e+13     +5.298036e-01     +3.000000e+01     +3.528436e-12
+1.029034e+14     +5.349976e-01     +3.000000e+01     +1.964431e-12
+1.548606e+14     +5.401715e-01     +3.000000e+01     +1.094733e-12
+2.326774e+14     +5.453250e-01     +3.000000e+01     +6.106645e-13
+3.490303e+14     +5.504580e-01     +3.000000e+01     +3.410098e-13
+5.227102e+14     +5.555702e-01     +3.000000e+01     +1.906366e-13
+7.815221e+14     +5.606616e-01     +3.000000e+01     +1.067004e-13
+1.166534e+15     +5.657318e-01     +3.000000e+01     +5.979312e-14
+1.738291e+15     +5.707807e-01     +3.000000e+01     +3.355101e-14
+2.585893e+15     +5.758082e-01     +3.000000e+01     +1.885096e-14
+3.840207e+15     +5.808140e-01     +3.000000e+01     +1.060663e-14
+5.693097e+15     +5.857979e-01     +3.000000e+01     +5.976427e-15
+8.425308e+15     +5.907597e-01     +3.000000e+01     +3.372616e-15
+1.244686e+16     +5.956993e-01     +3.000000e+01     +1.906152e-15
+1.835543e+16     +6.006165e-01     +3.000000e+01     +1.079077e-15
+2.702050e+16     +6.055110e-01     +3.000000e+01     +6.118663e-16
+3.970453e+16     +6.103828e-01     +3.000000e+01     +3.475421e-16
+5.823691e+16     +6.152316e-01     +3.000000e+01     +1.977466e-16
+8.526323e+16     +6.200572e-01     +3.000000e+01     +1.127194e-16
+1.246018e+17     +6.248595e-01     +3.000000e+01     +6.436944e-17
+1.817522e+17     +6.296382e-01     +3.000000e+01     +3.682887e-17
+2.646195e+17     +6.343933e-01     +3.000000e+01     +2.111195e-17
+3.845427e+17     +6.391244e-01     +3.000000e+01     +1.212647e-17
+5.577526e+17     +6.438315e-01     +3.000000e+01     +6.979275e-18
+8.074340e+17     +6.485144e-01     +3.000000e+01     +4.025222e-18
+1.166634e+18     +6.531728e-01     +3.000000e+01     +2.326358e-18
+1.682359e+18     +6.578067e-01     +3.000000e+01     +1.347421e-18
+2.421325e+18     +6.624158e-01     +3.000000e+01     +7.821206e-19
+3.478017e+18     +6.669999e-01     +3.000000e+01     +4.550088e-19
+4.985959e+18     +6.715590e-01     +3.000000e+01     +2.653048e-19
+7.133428e+18     +6.760927e-01     +3.000000e+01     +1.550531e-19
+1.018532e+19     +6.806010e-01     +3.000000e+01     +9.083011e-20
+1.451348e+19     +6.850837e-01     +3.000000e+01     +5.333633e-20
+2.063877e+19     +6.895405e-01     +3.000000e+01     +3.139525e-20
+2.928905e+19     +6.939715e-01     +3.000000e+01     +1.852600e-20
+4.147920e+19     +6.983762e-01     +3.000000e+01     +1.095923e-20
+5.862101e+19     +7.027547e-01     +3.000000e+01     +6.499611e-21
+8.267391e+19     +7.071068e-01     +3.000000e+01     +3.864624e-21
+1.163510e+20     +7.114322e-01     +3.000000e+01     +2.303922e-21
+1.634004e+20     +7.157308e-01     +3.000000e+01     +1.377121e-21
+2.289873e+20     +7.200025e-01     +3.000000e+01     +8.253683e-22
+3.202135e+20     +7.242471e-01     +3.000000e+01     +4.960187e-22
+4.468197e+20     +7.284644e-01     +3.000000e+01     +2.989161e-22
+6.221342e+20     +7.326543e-01     +3.000000e+01     +1.806364e-22
+8.643496e+20     +7.368166e-01     +3.000000e+01     +1.094691e-22
+1.198238e+21     +7.409511e-01     +3.000000e+01     +6.652915e-23
+1.657446e+21     +7.450578e-01     +3.000000e+01     +4.055003e-23
+2.287566e+21     +7.491364e-01     +3.000000e+01     +2.478751e-23
+3.150213e+21     +7.531868e-01     +3.000000e+01     +1.519714e-23
+4.328460e+21     +7.572088e-01     +3.000000e+01     +9.345036e-24
+5.934018e+21     +7.612024e-01     +3.000000e+01     +5.763875e-24
+8.116727e+21     +7.651673e-01     +3.000000e+01     +3.565874e-24
+1.107706e+22     +7.691033e-01     +3.000000e+01     +2.212883e-24
+1.508256e+22     +7.730105e-01     +3.000000e+01     +1.377513e-24
+2.048928e+22     +7.768885e-01     +3.000000e+01     +8.602012e-25
+2.776994e+22     +7.807372e-01     +3.000000e+01     +5.388591e-25
+3.755041e+22     +7.845566e-01     +3.000000e+01     +3.386438e-25
+5.065717e+22     +7.883464e-01     +3.000000e+01     +2.135047e-25
+6.817873e+22     +7.921066e-01     +3.000000e+01     +1.350485e-25
+9.154480e+22     +7.958369e-01     +3.000000e+01     +8.570243e-26
+1.226282e+23     +7.995373e-01     +3.000000e+01     +5.456811e-26
+1.638757e+23     +8.032075e-01     +3.000000e+01     +3.486026e-26
+2.184746e+23     +8.068476e-01     +3.000000e+01     +2.234541e-26
+2.905663e+23     +8.104572e-01     +3.000000e+01     +1.437196e-26
+3.855162e+23     +8.140363e-01     +3.000000e+01     +9.275408e-27
+5.102564e+23     +8.175848e-01     +3.000000e+01     +6.006801e-27
+6.737181e+23     +8.211025e-01     +3.000000e+01     +3.903605e-27
+8.873753e+23     +8.245893e-01     +3.000000e+01     +2.545684e-27
+1.165927e+24     +8.280450e-01     +3.000000e+01     +1.666011e-27
+1.528149e+24     +8.314696e-01     +3.000000e+01     +1.094182e-27
+1.997956e+24     +8.348629e-01     +3.000000e+01     +7.212031e-28
+2.605721e+24     +8.382247e-01     +3.000000e+01     +4.770741e-28
+3.389902e+24     +8.415550e-01     +3.000000e+01     +3.167320e-28
+4.399054e+24     +8.448536e-01     +3.000000e+01     +2.110472e-28
+5.694296e+24     +8.481203e-01     +3.000000e+01     +1.411451e-28
+7.352336e+24     +8.513552e-01     +3.000000e+01     +9.474453e-29
+9.469147e+24     +8.545580e-01     +3.000000e+01     +6.383539e-29
+1.216445e+25     +8.577286e-01     +3.000000e+01     +4.317093e-29
+1.558714e+25     +8.608669e-01     +3.000000e+01     +2.930624e-29
+1.992178e+25     +8.639729e-01     +3.000000e+01     +1.996968e-29
+2.539649e+25     +8.670462e-01     +3.000000e+01     +1.365967e-29
+3.229234e+25     +8.700870e-01     +3.000000e+01     +9.379314e-30
+4.095447e+25     +8.730950e-01     +3.000000e+01     +6.465154e-30
+5.180544e+25     +8.760701e-01     +3.000000e+01     +4.473703e-30
+6.536086e+25     +8.790122e-01     +3.000000e+01     +3.107784e-30
+8.224788e+25     +8.819213e-01     +3.000000e+01     +2.167371e-30
+1.032268e+26     +8.847971e-01     +3.000000e+01     +1.517501e-30
+1.292163e+26     +8.876396e-01     +3.000000e+01     +1.066698e-30
+1.613227e+26     +8.904487e-01     +3.000000e+01     +7.528081e-31
+2.008739e+26     +8.932243e-01     +3.000000e+01     +5.334103e-31
+2.494582e+26     +8.959662e-01     +3.000000e+01     +3.794774e-31
+3.089689e+26     +8.986745e-01     +3.000000e+01     +2.710575e-31
+3.816549e+26     +9.013488e-01     +3.000000e+01     +1.944020e-31
+4.701783e+26     +9.039893e-01     +3.000000e+01     +1.399933e-31
+5.776790e+26     +9.065957e-01     +3.000000e+01     +1.012264e-31
+7.078473e+26     +9.091680e-01     +3.000000e+01     +7.349587e-32
+8.650041e+26     +9.117060e-01     +3.000000e+01     +5.358303e-32
+1.054191e+27     +9.142098e-01     +3.000000e+01     +3.922742e-32
+1.281265e+27     +9.166791e-01     +3.000000e+01     +2.883779e-32
+1.553013e+27     +9.191139e-01     +3.000000e+01     +2.128859e-32
+1.877257e+27     +9.215140e-01     +3.000000e+01     +1.578177e-32
+2.262987e+27     +9.238795e-01     +3.000000e+01     +1.174873e-32
+2.720489e+27     +9.262102e-01     +3.000000e+01     +8.783410e-33
+3.261486e+27     +9.285061e-01     +3.000000e+01     +6.594396e-33
+3.899282e+27     +9.307670e-01     +3.000000e+01     +4.972060e-33
+4.648914e+27     +9.329928e-01     +3.000000e+01     +3.764866e-33
+5.527302e+27     +9.351835e-01     +3.000000e+01     +2.863014e-33
+6.553403e+27     +9.373390e-01     +3.000000e+01     +2.186555e-33
+7.748360e+27     +9.394592e-01     +3.000000e+01     +1.677138e-33
+9.135644e+27     +9.415441e-01     +3.000000e+01     +1.291962e-33
+1.074119e+28     +9.435935e-01     +3.000000e+01     +9.995658e-34
+1.259350e+28     +9.456073e-01     +3.000000e+01     +7.767020e-34
+1.472378e+28     +9.475856e-01     +3.000000e+01     +6.061577e-34
+1.716597e+28     +9.495282e-01     +3.000000e+01     +4.751224e-34
+1.995678e+28     +9.514350e-01     +3.000000e+01     +3.740414e-34
+2.313576e+28     +9.533060e-01     +3.000000e+01     +2.957522e-34
+2.674519e+28     +9.551412e-01     +3.000000e+01     +2.348741e-34
+3.083002e+28     +9.569403e-01     +3.000000e+01     +1.873441e-34
+3.543773e+28     +9.587035e-01     +3.000000e+01     +1.500882e-34
+4.061809e+28     +9.604305e-01     +3.000000e+01     +1.207683e-34
+4.642293e+28     +9.621214e-01     +3.000000e+01     +9.760273e-35
+5.290573e+28     +9.637761e-01     +3.000000e+01     +7.922658e-35
+6.012125e+28     +9.653944e-01     +3.000000e+01     +6.459243e-35
+6.812496e+28     +9.669765e-01     +3.000000e+01     +5.289214e-35
+7.697248e+28     +9.685221e-01     +3.000000e+01     +4.350111e-35
+8.671887e+28     +9.700313e-01     +3.000000e+01     +3.593400e-35
+9.741789e+28     +9.715039e-01     +3.000000e+01     +2.981312e-35
+1.091211e+29     +9.729400e-01     +3.000000e+01     +2.484289e-35
+1.218772e+29     +9.743394e-01     +3.000000e+01     +2.079168e-35
+1.357304e+29     +9.757021e-01     +3.000000e+01     +1.747698e-35
+1.507203e+29     +9.770281e-01     +3.000000e+01     +1.475478e-35
+1.668800e+29     +9.783174e-01     +3.000000e+01     +1.251080e-35
+1.842353e+29     +9.795698e-01     +3.000000e+01     +1.065429e-35
+2.028039e+29     +9.807853e-01     +3.000000e+01     +9.112740e-36
+2.225937e+29     +9.819639e-01     +3.000000e+01     +7.828161e-36
+2.436021e+29     +9.831055e-01     +3.000000e+01     +6.753926e-36
+2.658148e+29     +9.842101e-01     +3.000000e+01     +5.852504e-36
+2.892051e+29     +9.852776e-01     +3.000000e+01     +5.093513e-36
+3.137330e+29     +9.863081e-01     +3.000000e+01     +4.452342e-36
+3.393441e+29     +9.873014e-01     +3.000000e+01     +3.908940e-36
+3.659696e+29     +9.882576e-01     +3.000000e+01     +3.446963e-36
+3.935259e+29     +9.891765e-01     +3.000000e+01     +3.053011e-36
+4.219138e+29     +9.900582e-01     +3.000000e+01     +2.716096e-36
+4.510196e+29     +9.909026e-01     +3.000000e+01     +2.427154e-36
+4.807143e+29     +9.917098e-01     +3.000000e+01     +2.178711e-36
+5.108550e+29     +9.924795e-01     +3.000000e+01     +1.964564e-36
+5.412853e+29     +9.932119e-01     +3.000000e+01     +1.779570e-36
+5.718365e+29     +9.939070e-01     +3.000000e+01     +1.619438e-36
+6.023289e+29     +9.945646e-01     +3.000000e+01     +1.480593e-36
+6.325732e+29     +9.951847e-01     +3.000000e+01     +1.360035e-36
+6.623726e+29     +9.957674e-01     +3.000000e+01     +1.255255e-36
+6.915247e+29     +9.963126e-01     +3.000000e+01     +1.164139e-36
+7.198236e+29     +9.968203e-01     +3.000000e+01     +1.084913e-36
+7.470623e+29     +9.972905e-01     +3.000000e+01     +1.016078e-36
+7.730353e+29     +9.977231e-01     +3.000000e+01     +9.563708e-37
+7.975411e+29     +9.981181e-01     +3.000000e+01     +9.047275e-37
+8.203847e+29     +9.984756e-01     +3.000000e+01     +8.602517e-37
+8.413801e+29     +9.987955e-01     +3.000000e+01     +8.221893e-37
+8.603532e+29     +9.990777e-01     +3.000000e+01     +7.899107e-37
+8.771437e+29     +9.993224e-01     +3.000000e+01     +7.628916e-37
+8.916079e+29     +9.995294e-01     +3.000000e+01     +7.407021e-37
+9.036202e+29     +9.996988e-01     +3.000000e+01     +7.229939e-37
+9.130754e+29     +9.998306e-01     +3.000000e+01     +7.094933e-37
+9.198898e+29     +9.999247e-01     +3.000000e+01     +6.999934e-37
+9.240030e+29     +9.999812e-01     +3.000000e+01     +6.943507e-37
+9.253782e+29     +1.000000e+00     +3.000000e+01     +6.924738e-37

+4.539993e-05     +6.123032e-17     +3.500000e+01     +2.374107e+01
+7.371789e-05     +6.135885e-03     +3.500000e+01     +2.343483e+01
+1.196968e-04     +1.227154e-02     +3.500000e+01     +2.284958e+01
+1.943464e-04     +1.840673e-02     +3.500000e+01     +2.235788e+01
+3.155344e-04     +2.454123e-02     +3.500000e+01     +2.186883e+01
+5.122537e-04     +3.067480e-02     +3.500000e+01     +2.138660e+01
+8.315415e-04     +3.680722e-02     +3.500000e+01     +2.090118e+01
+1.349694e-03     +4.293826e-02     +3.500000e+01     +2.041788e+01
+2.190438e-03     +4.906767e-02     +3.500000e+01     +1.993309e+01
+3.554376e-03     +5.519524e-02     +3.500000e+01     +1.944954e+01
+5.766662e-03     +6.132074e-02     +3.500000e+01     +1.896526e+01
+9.354195e-03     +6.744392e-02     +3.500000e+01     +1.848184e+01
+1.517055e-02     +7.356456e-02     +3.500000e+01     +1.799807e+01
+2.459807e-02     +7.968244e-02     +3.500000e+01     +1.751496e+01
